"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"I172045671","03201","Property Lost","PROPERTY - LOST","A7",29,NA,2017-06-08 21:00:00,2017,6,"Thursday",21,"Part Three","SUMNER ST",42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
"I172045647","00301","Robbery","ROBBERY - STREET","D14",938,NA,2017-06-08 20:54:00,2017,6,"Thursday",20,"Part One","FIDELIS WAY",42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
"I172045619","00311","Robbery","ROBBERY - COMMERCIAL","C6",219,NA,2017-06-08 19:09:00,2017,6,"Thursday",19,"Part One","E EIGHTH ST",42.33124115,-71.0478155,"(42.33124115, -71.04781550)"
"I172045556","00311","Robbery","ROBBERY - COMMERCIAL","E5",681,NA,2017-06-08 16:47:00,2017,6,"Thursday",16,"Part One","WASHINGTON ST",42.27865467,-71.13657806,"(42.27865467, -71.13657806)"
"I172045544","03201","Property Lost","PROPERTY - LOST","D14",803,NA,2017-06-08 16:21:00,2017,6,"Thursday",16,"Part Three","BLAINE ST",42.35601649,-71.13776421,"(42.35601649, -71.13776421)"
"I172045536","00301","Robbery","ROBBERY - STREET","D4",149,NA,2017-06-08 15:33:00,2017,6,"Thursday",15,"Part One","COLUMBUS AVE",42.34347698,-71.07822747,"(42.34347698, -71.07822747)"
"I172045535","03201","Property Lost","PROPERTY - LOST","A1",106,NA,2017-06-07 23:17:00,2017,6,"Wednesday",23,"Part Three","ATLANTIC AVE",42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
"I172045533","03201","Property Lost","PROPERTY - LOST","A7",17,NA,2017-06-05 08:00:00,2017,6,"Monday",8,"Part Three","SHELBY ST",42.38090412,-71.02795572,"(42.38090412, -71.02795572)"
"I172045521","03201","Property Lost","PROPERTY - LOST","C6",177,NA,2017-06-08 13:30:00,2017,6,"Thursday",13,"Part Three","MASSACHUSETTS AVE",42.32779976,-71.06771009,"(42.32779976, -71.06771009)"
"I172045474","03201","Property Lost","PROPERTY - LOST","A7",29,NA,2017-06-08 12:24:00,2017,6,"Thursday",12,"Part Three","SUMNER ST",42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
"I172045468","03201","Property Lost","PROPERTY - LOST","E13",912,NA,2017-06-07 17:00:00,2017,6,"Wednesday",17,"Part Three","PARKER ST",42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
"I172045466","00351","Robbery","ROBBERY - BANK","C6",213,NA,2017-06-08 10:45:00,2017,6,"Thursday",10,"Part One","W BROADWAY",42.336112,-71.04665434,"(42.33611200, -71.04665434)"
"I172045449","03201","Property Lost","PROPERTY - LOST","A15",900,NA,2017-06-07 16:00:00,2017,6,"Wednesday",16,"Part Three","O'MEARA CT",42.37836895,-71.05871896,"(42.37836895, -71.05871896)"
"I172045437","00301","Robbery","ROBBERY - STREET","B2",280,NA,2017-06-05 23:30:00,2017,6,"Monday",23,"Part One","WARREN ST",42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
"I172045426","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-06-03 01:30:00,2017,6,"Saturday",1,"Part Three","CONGRESS ST",NA,NA,"(0.00000000, 0.00000000)"
"I172045414","03201","Property Lost","PROPERTY - LOST","B2",184,NA,2017-06-08 07:14:00,2017,6,"Thursday",7,"Part Three","GROOM ST",42.32028134,-71.06700491,"(42.32028134, -71.06700491)"
"I172045391","03201","Property Lost","PROPERTY - LOST","D4",171,NA,2017-05-23 00:00:00,2017,5,"Tuesday",0,"Part Three","ALBANY ST",42.33318449,-71.07393881,"(42.33318449, -71.07393881)"
"I172045354","00301","Robbery","ROBBERY - STREET","D4",619,NA,2017-06-08 00:14:00,2017,6,"Thursday",0,"Part One","WESTLAND AVE",42.34355868,-71.08734146,"(42.34355868, -71.08734146)"
"I172045316","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-06-07 17:45:00,2017,6,"Wednesday",17,"Part Three",NA,42.34729751,-71.08773575,"(42.34729751, -71.08773575)"
"I172045305","03201","Property Lost","PROPERTY - LOST","E13",641,NA,2017-06-04 21:57:00,2017,6,"Sunday",21,"Part Three","CENTRE ST",42.31573248,-71.11405116,"(42.31573248, -71.11405116)"
"I172045285","00301","Robbery","ROBBERY - STREET","B2",329,NA,2017-06-07 19:17:46,2017,6,"Wednesday",19,"Part One","NORMANDY ST",42.31015595,-71.07928347,"(42.31015595, -71.07928347)"
"I172045280","03201","Property Lost","PROPERTY - LOST","A1",112,NA,2017-06-02 00:00:00,2017,6,"Friday",0,"Part Three","WASHINGTON ST",42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
"I172045210","03201","Property Lost","PROPERTY - LOST","C11",303,NA,2017-05-07 18:00:00,2017,5,"Sunday",18,"Part Three","BRAGDON ST",42.31888243,-71.09929423,"(42.31888243, -71.09929423)"
"I172045175","03201","Property Lost","PROPERTY - LOST","D4",134,NA,2017-06-03 15:30:00,2017,6,"Saturday",15,"Part Three","BOYLSTON ST",42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
"I172045141","03201","Property Lost","PROPERTY - LOST","A7",20,NA,2017-06-06 16:00:00,2017,6,"Tuesday",16,"Part Three","CHELSEA ST",42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
"I172045128","03201","Property Lost","PROPERTY - LOST","D4",903,NA,2017-06-07 11:16:00,2017,6,"Wednesday",11,"Part Three","HAMMOND ST",42.33595449,-71.08301373,"(42.33595449, -71.08301373)"
"I172045097","03201","Property Lost","PROPERTY - LOST","B2",265,NA,2017-06-06 20:00:00,2017,6,"Tuesday",20,"Part Three","WAVERLY ST",42.32037671,-71.07903447,"(42.32037671, -71.07903447)"
"I172045089","00361","Robbery","ROBBERY - OTHER","B3",439,NA,2017-06-07 09:22:00,2017,6,"Wednesday",9,"Part One","BLUE HILL AVE",42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
"I172045061","00311","Robbery","ROBBERY - COMMERCIAL","C6",174,NA,2017-06-07 01:15:00,2017,6,"Wednesday",1,"Part One","SOUTHAMPTON ST",42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
"I172045058","00361","Robbery","ROBBERY - OTHER","A15",900,NA,2017-06-07 01:47:00,2017,6,"Wednesday",1,"Part One","COREY ST",42.37744027,-71.05625879,"(42.37744027, -71.05625879)"
"I172044999","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-06-06 16:00:00,2017,6,"Tuesday",16,"Part Three","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"I172044975","00301","Robbery","ROBBERY - STREET","D4",271,NA,2017-06-06 18:30:00,2017,6,"Tuesday",18,"Part One","WASHINGTON ST",42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
"I172044971","03201","Property Lost","PROPERTY - LOST","B3",426,NA,2017-05-19 20:00:00,2017,5,"Friday",20,"Part Three","FREMONT ST",42.27152449,-71.09295148,"(42.27152449, -71.09295148)"
"I172044963","03201","Property Lost","PROPERTY - LOST","B2",612,NA,2017-05-24 10:00:00,2017,5,"Wednesday",10,"Part Three","FRANCIS ST",42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
"I172044956","00301","Robbery","ROBBERY - STREET","E13",912,NA,2017-06-05 17:30:00,2017,6,"Monday",17,"Part One","HEATH ST",42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
"I172044952","03201","Property Lost","PROPERTY - LOST","E5",941,NA,2017-06-06 15:30:00,2017,6,"Tuesday",15,"Part Three","BROOKWAY RD",42.29338247,-71.11921695,"(42.29338247, -71.11921695)"
"I172044935","00301","Robbery","ROBBERY - STREET","A1",117,NA,2017-06-06 17:56:00,2017,6,"Tuesday",17,"Part One","BEACH ST",42.35158865,-71.06279264,"(42.35158865, -71.06279264)"
"I172044880","03201","Property Lost","PROPERTY - LOST","A7",7,NA,2017-05-29 08:00:00,2017,5,"Monday",8,"Part Three","BENNINGTON ST",42.38843884,-71.00080227,"(42.38843884, -71.00080227)"
"I172044867","00301","Robbery","ROBBERY - STREET","A1",76,NA,2017-06-05 13:15:00,2017,6,"Monday",13,"Part One","CAUSEWAY ST",42.36529017,-71.06144453,"(42.36529017, -71.06144453)"
"I172044862","03201","Property Lost","PROPERTY - LOST","A1",106,NA,2017-06-06 13:12:00,2017,6,"Tuesday",13,"Part Three","FEDERAL ST",42.35380161,-71.05620401,"(42.35380161, -71.05620401)"
"I172044857","03201","Property Lost","PROPERTY - LOST","E5",556,NA,2017-06-03 13:30:00,2017,6,"Saturday",13,"Part Three","SEYMOUR ST",42.27976705,-71.12162449,"(42.27976705, -71.12162449)"
"I172044856","03201","Property Lost","PROPERTY - LOST","B3",436,NA,2017-06-02 01:00:00,2017,6,"Friday",1,"Part Three","TORREY ST",42.28719467,-71.07380134,"(42.28719467, -71.07380134)"
"I172044850","03201","Property Lost","PROPERTY - LOST","D14",NA,NA,2017-06-05 16:00:00,2017,6,"Monday",16,"Part Three","BRIGHTON AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172044838","03201","Property Lost","PROPERTY - LOST","E18",521,NA,2017-06-06 12:15:00,2017,6,"Tuesday",12,"Part Three","RIVER ST",42.25594526,-71.12143772,"(42.25594526, -71.12143772)"
"I172044829","00301","Robbery","ROBBERY - STREET","A1",116,NA,2017-06-01 12:00:00,2017,6,"Thursday",12,"Part One","HARRISON AVE",42.35115526,-71.06130589,"(42.35115526, -71.06130589)"
"I172044811","03201","Property Lost","PROPERTY - LOST","B3",435,NA,2017-06-06 11:28:00,2017,6,"Tuesday",11,"Part Three","DUNBAR AVE",42.28643911,-71.07163064,"(42.28643911, -71.07163064)"
"I172044798","03201","Property Lost","PROPERTY - LOST","E18",555,NA,2017-06-04 21:30:00,2017,6,"Sunday",21,"Part Three","ARBORFIELD RD",42.27267662,-71.12227256,"(42.27267662, -71.12227256)"
"I172044761","00361","Robbery","ROBBERY - OTHER","A1",112,NA,2017-06-06 03:22:00,2017,6,"Tuesday",3,"Part One","AVENUE DE LAFAYETTE",42.35331987,-71.06102314,"(42.35331987, -71.06102314)"
"I172044761","00301","Robbery","ROBBERY - STREET","A1",112,NA,2017-06-06 03:22:00,2017,6,"Tuesday",3,"Part One","AVENUE DE LAFAYETTE",42.35331987,-71.06102314,"(42.35331987, -71.06102314)"
"I172044719","03201","Property Lost","PROPERTY - LOST","D14",794,NA,2017-06-04 08:30:00,2017,6,"Sunday",8,"Part Three","PARK VALE AVE",42.35182446,-71.13313369,"(42.35182446, -71.13313369)"
"I172044709","00311","Robbery","ROBBERY - COMMERCIAL","B3",466,NA,2017-06-05 21:17:00,2017,6,"Monday",21,"Part One","BLUE HILL AVE",42.28389647,-71.09168024,"(42.28389647, -71.09168024)"
"I172044699","00301","Robbery","ROBBERY - STREET","C11",352,NA,2017-06-05 20:23:00,2017,6,"Monday",20,"Part One","ARCADIA ST",42.30183841,-71.06127819,"(42.30183841, -71.06127819)"
"I172044691","03201","Property Lost","PROPERTY - LOST","D4",142,NA,2017-06-05 18:35:00,2017,6,"Monday",18,"Part Three","NEWBURY ST",42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
"I172044673","03201","Property Lost","PROPERTY - LOST","D4",130,NA,2017-06-05 18:51:00,2017,6,"Monday",18,"Part Three","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
"I172044593","03201","Property Lost","PROPERTY - LOST","C6",178,NA,2017-06-02 15:00:00,2017,6,"Friday",15,"Part Three","MASSACHUSETTS AVE",42.32856401,-71.06835343,"(42.32856401, -71.06835343)"
"I172044578","03201","Property Lost","PROPERTY - LOST","B3",458,NA,2017-05-30 12:00:00,2017,5,"Tuesday",12,"Part Three","ERIE ST",42.30153144,-71.08257819,"(42.30153144, -71.08257819)"
"I172044576","03201","Property Lost","PROPERTY - LOST","A1",111,NA,2017-06-02 15:00:00,2017,6,"Friday",15,"Part Three","MASSACHUSETTS AVE",42.34114797,-71.08246189,"(42.34114797, -71.08246189)"
"I172044561","03201","Property Lost","PROPERTY - LOST","B3",428,NA,2017-06-05 13:31:00,2017,6,"Monday",13,"Part Three","BLUE HILL AVE",42.28374569,-71.09153583,"(42.28374569, -71.09153583)"
"I172044536","03201","Property Lost","PROPERTY - LOST","C11",355,NA,2017-05-22 12:00:00,2017,5,"Monday",12,"Part Three","DIX ST",42.29554105,-71.05928805,"(42.29554105, -71.05928805)"
"I172044531","03201","Property Lost","PROPERTY - LOST","D4",130,NA,2017-06-04 12:00:00,2017,6,"Sunday",12,"Part Three","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
"I172044519","03201","Property Lost","PROPERTY - LOST","C6",219,NA,2017-06-03 22:00:00,2017,6,"Saturday",22,"Part Three","E EIGHTH ST",42.33126474,-71.04680751,"(42.33126474, -71.04680751)"
"I172044461","00301","Robbery","ROBBERY - STREET","C11",351,NA,2017-06-05 07:09:00,2017,6,"Monday",7,"Part One","DORCHESTER AVE",42.30114533,-71.05991447,"(42.30114533, -71.05991447)"
"I172044451","03201","Property Lost","PROPERTY - LOST","B3",444,NA,2017-06-05 03:36:00,2017,6,"Monday",3,"Part Three","ESMOND ST",42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
"I172044390","00301","Robbery","ROBBERY - STREET","D4",134,NA,2017-06-04 21:35:00,2017,6,"Sunday",21,"Part One","BOYLSTON ST",42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
"I172044376","03208","Property Lost","PROPERTY - MISSING","C11",817,NA,2017-06-04 13:04:00,2017,6,"Sunday",13,"Part Three","WELLES AVE",42.28927291,-71.06622608,"(42.28927291, -71.06622608)"
"I172044301","03201","Property Lost","PROPERTY - LOST","D4",148,NA,2017-06-03 13:00:00,2017,6,"Saturday",13,"Part Three","W NEWTON ST",42.34385799,-71.07953502,"(42.34385799, -71.07953502)"
"I172044300","00301","Robbery","ROBBERY - STREET","B2",588,NA,2017-06-04 14:32:00,2017,6,"Sunday",14,"Part One","TREMONT ST",42.33167475,-71.09640092,"(42.33167475, -71.09640092)"
"I172044239","03201","Property Lost","PROPERTY - LOST","C6",177,NA,2017-06-03 21:30:00,2017,6,"Saturday",21,"Part Three","NEW SUDBURY ST",42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
"I172044234","03201","Property Lost","PROPERTY - LOST","E5",686,NA,2017-06-01 17:00:00,2017,6,"Thursday",17,"Part Three","COLBERG AVE",42.28360922,-71.14334791,"(42.28360922, -71.14334791)"
"I172044229","03201","Property Lost","PROPERTY - LOST","A1",69,NA,2017-06-03 18:00:00,2017,6,"Saturday",18,"Part Three","CHESTNUT ST",42.35647423,-71.07229568,"(42.35647423, -71.07229568)"
"I172044195","00301","Robbery","ROBBERY - STREET","C6",215,NA,2017-06-04 01:38:00,2017,6,"Sunday",1,"Part One","W SIXTH ST",42.33445996,-71.04943145,"(42.33445996, -71.04943145)"
"I172044122","00301","Robbery","ROBBERY - STREET","B2",280,NA,2017-06-03 20:25:00,2017,6,"Saturday",20,"Part One","WASHINGTON ST",42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
"I172044120","03201","Property Lost","PROPERTY - LOST","B2",310,NA,2017-06-03 20:19:00,2017,6,"Saturday",20,"Part Three","MARTIN LUTHER KING JR BLV",42.31847226,-71.08409289,"(42.31847226, -71.08409289)"
"I172044118","00301","Robbery","ROBBERY - STREET","B3",NA,NA,2017-06-03 18:15:00,2017,6,"Saturday",18,"Part One","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172044078","03208","Property Lost","PROPERTY - MISSING","C11",240,NA,2017-05-27 08:00:00,2017,5,"Saturday",8,"Part Three","CONRAD ST",42.31872369,-71.06200077,"(42.31872369, -71.06200077)"
"I172044058","03201","Property Lost","PROPERTY - LOST","A7",26,NA,2017-06-03 16:18:00,2017,6,"Saturday",16,"Part Three","MERIDIAN ST",42.37374231,-71.03905688,"(42.37374231, -71.03905688)"
"I172043987","03201","Property Lost","PROPERTY - LOST","E5",687,NA,2017-06-01 23:00:00,2017,6,"Thursday",23,"Part Three","COLBERG AVE",42.28514002,-71.14155916,"(42.28514002, -71.14155916)"
"I172043984","03201","Property Lost","PROPERTY - LOST","B2",330,NA,2017-06-02 13:00:00,2017,6,"Friday",13,"Part Three","WASHINGTON ST",42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
"I172043921","00301","Robbery","ROBBERY - STREET","C11",460,NA,2017-06-03 03:10:00,2017,6,"Saturday",3,"Part One","GENEVA AVE",42.30546333,-71.0773834,"(42.30546333, -71.07738340)"
"I172043913","00301","Robbery","ROBBERY - STREET","A1",100,NA,2017-06-03 02:10:00,2017,6,"Saturday",2,"Part One","STATE ST",42.35913205,-71.05504984,"(42.35913205, -71.05504984)"
"I172043869","03208","Property Lost","PROPERTY - MISSING","D4",271,NA,2017-06-02 22:42:00,2017,6,"Friday",22,"Part Three","WASHINGTON ST",42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
"I172043859","03201","Property Lost","PROPERTY - LOST","D4",285,NA,2017-06-02 21:35:00,2017,6,"Friday",21,"Part Three","HAMMOND ST",42.3373341,-71.08396225,"(42.33733410, -71.08396225)"
"I172043852","00311","Robbery","ROBBERY - COMMERCIAL","A1",117,NA,2017-06-02 20:38:00,2017,6,"Friday",20,"Part One","TREMONT ST",42.35202343,-71.06463445,"(42.35202343, -71.06463445)"
"I172043840","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-06-02 20:19:00,2017,6,"Friday",20,"Part Three","HUNTINGTON AVE",42.34613087,-71.08094439,"(42.34613087, -71.08094439)"
"I172043837","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-06-02 17:00:00,2017,6,"Friday",17,"Part Three","SUMMER ST",NA,NA,"(0.00000000, 0.00000000)"
"I172043815","03208","Property Lost","PROPERTY - MISSING","C11",254,NA,2017-06-02 17:18:00,2017,6,"Friday",17,"Part Three","AUCKLAND ST",42.31049858,-71.05675537,"(42.31049858, -71.05675537)"
"I172043772","03201","Property Lost","PROPERTY - LOST","A1",105,NA,2017-06-01 21:00:00,2017,6,"Thursday",21,"Part Three","SUMMER ST",42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
"I172043766","03201","Property Lost","PROPERTY - LOST","E13",572,NA,2017-05-31 00:00:00,2017,5,"Wednesday",0,"Part Three","COLUMBUS AVE",42.31506898,-71.09746579,"(42.31506898, -71.09746579)"
"I172043709","03201","Property Lost","PROPERTY - LOST","B2",287,NA,2017-06-02 10:00:00,2017,6,"Friday",10,"Part Three","WASHINGTON ST",42.33094752,-71.08285104,"(42.33094752, -71.08285104)"
"I172043698","03201","Property Lost","PROPERTY - LOST","A1",106,NA,2017-06-02 09:45:00,2017,6,"Friday",9,"Part Three","ATLANTIC AVE",42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
"I172043687","03201","Property Lost","PROPERTY - LOST","C6",186,NA,2017-06-02 11:00:00,2017,6,"Friday",11,"Part Three","ALLSTATE RD",42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
"I172043683","03201","Property Lost","PROPERTY - LOST","D4",628,NA,2017-04-21 13:20:00,2017,4,"Friday",13,"Part Three","BROOKLINE AVE",42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
"I172043651","02010","HOME INVASION","HOME INVASION","D14",783,NA,2017-06-02 10:43:09,2017,6,"Friday",10,NA,"WARREN ST",42.34894483,-71.14087199,"(42.34894483, -71.14087199)"
"I172043648","03201","Property Lost","PROPERTY - LOST","B2",280,NA,2017-06-01 13:00:00,2017,6,"Thursday",13,"Part Three","DUDLEY ST",42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
"I172043644","03201","Property Lost","PROPERTY - LOST","B3",427,NA,2017-06-01 03:00:00,2017,6,"Thursday",3,"Part Three","FESSENDEN ST",42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
"I172043636","03201","Property Lost","PROPERTY - LOST","D14",777,NA,2017-05-30 08:00:00,2017,5,"Tuesday",8,"Part Three","MONASTERY RD",42.3457509,-71.14658064,"(42.34575090, -71.14658064)"
"I172043632","03201","Property Lost","PROPERTY - LOST","C6",211,NA,2017-05-02 12:00:00,2017,5,"Tuesday",12,"Part Three","D ST",42.34042575,-71.04894028,"(42.34042575, -71.04894028)"
"I172043609","03208","Property Lost","PROPERTY - MISSING","B3",469,NA,2017-06-02 09:24:00,2017,6,"Friday",9,"Part Three","TENNIS RD",42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
"I172043555","03208","Property Lost","PROPERTY - MISSING","D14",777,NA,2017-06-01 15:30:00,2017,6,"Thursday",15,"Part Three","NANTASKET AVE",42.34596977,-71.14827997,"(42.34596977, -71.14827997)"
"I172043540","00311","Robbery","ROBBERY - COMMERCIAL","C11",366,NA,2017-06-01 22:46:00,2017,6,"Thursday",22,"Part One","DORCHESTER AVE",42.28990371,-71.06314642,"(42.28990371, -71.06314642)"
"I172043471","03201","Property Lost","PROPERTY - LOST","B2",239,NA,2017-06-01 17:00:00,2017,6,"Thursday",17,"Part Three","DUDLEY ST",42.31735472,-71.0658297,"(42.31735472, -71.06582970)"
"I172043459","03201","Property Lost","PROPERTY - LOST","C6",186,NA,2017-06-01 15:57:00,2017,6,"Thursday",15,"Part Three","MASSACHUSETTS AVE",42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
"I172043442","03201","Property Lost","PROPERTY - LOST","E13",572,NA,2017-06-01 17:11:00,2017,6,"Thursday",17,"Part Three","WELD AVE",42.31468849,-71.09843548,"(42.31468849, -71.09843548)"
"I172043431","00301","Robbery","ROBBERY - STREET","A7",117,NA,2017-06-01 15:30:00,2017,6,"Thursday",15,"Part One","BOYLSTON ST",42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
"I172043404","00311","Robbery","ROBBERY - COMMERCIAL","B3",433,NA,2017-06-01 14:29:00,2017,6,"Thursday",14,"Part One","NORFOLK ST",42.28363434,-71.0828132,"(42.28363434, -71.08281320)"
"I172043399","03201","Property Lost","PROPERTY - LOST","D4",136,NA,2017-06-01 14:44:00,2017,6,"Thursday",14,"Part Three","MARLBOROUGH ST",42.35256908,-71.07978844,"(42.35256908, -71.07978844)"
"I172043389","03208","Property Lost","PROPERTY - MISSING","D4",273,NA,2017-05-31 14:18:00,2017,5,"Wednesday",14,"Part Three","WASHINGTON ST",42.3354351,-71.07840204,"(42.33543510, -71.07840204)"
"I172043385","03201","Property Lost","PROPERTY - LOST","D4",162,NA,2017-06-01 13:05:00,2017,6,"Thursday",13,"Part Three","WASHINGTON ST",42.34432514,-71.06571148,"(42.34432514, -71.06571148)"
"I172043382","03201","Property Lost","PROPERTY - LOST","C11",378,NA,2017-05-31 23:35:00,2017,5,"Wednesday",23,"Part Three","ADAMS ST",42.28698384,-71.05453492,"(42.28698384, -71.05453492)"
"I172043338","00301","Robbery","ROBBERY - STREET","A1",NA,NA,2017-06-01 10:45:00,2017,6,"Thursday",10,"Part One","BOYLSTON ST",NA,NA,"(0.00000000, 0.00000000)"
"I172043313","00301","Robbery","ROBBERY - STREET","C6",174,NA,2017-05-31 09:00:00,2017,5,"Wednesday",9,"Part One","ELLERY ST",42.33069205,-71.05826064,"(42.33069205, -71.05826064)"
